,Potencial Retardador,Corriente,Desfasaje,X,Y,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera
55,1.1256281407035176,1.5037e-11,-37.614,1.19123e-11,-9.17849e-12,10,13,,,,
56,1.1733668341708543,1.52537e-11,-38.754,1.18945e-11,-9.54975e-12,10,13,,,,
57,1.221105527638191,1.55166e-11,-40.362,1.18235e-11,-1.00507e-11,10,13,,,,
58,1.2688442211055277,1.55432e-11,-42.27,1.1502e-11,-1.04557e-11,10,13,,,,
59,1.316582914572864,1.57404e-11,-42.954,1.15197e-11,-1.07275e-11,10,13,,,,
60,1.3643216080402008,1.60015e-11,-43.68,1.15712e-11,-1.10543e-11,10,13,,,,
61,1.4120603015075375,1.6268e-11,-44.724,1.15588e-11,-1.14505e-11,10,13,,,,
62,1.4597989949748742,1.61046e-11,-44.778,1.14327e-11,-1.13456e-11,10,13,,,,
63,1.507537688442211,1.62733e-11,-44.508,1.1605e-11,-1.14078e-11,10,13,,,,
64,1.5552763819095476,1.69625e-11,-46.386,1.17009e-11,-1.22818e-11,10,13,,,,
65,1.6030150753768844,1.70389e-11,-47.418,1.15286e-11,-1.25465e-11,10,13,,,,
66,1.650753768844221,1.70745e-11,-47.532,1.15286e-11,-1.25962e-11,10,13,,,,
67,1.6984924623115578,1.72183e-11,-48.294,1.14558e-11,-1.28555e-11,10,13,,,,
68,1.7462311557788945,1.75434e-11,-48.402,1.16476e-11,-1.31202e-11,10,13,,,,
69,1.7939698492462313,1.74279e-11,-48.918,1.14522e-11,-1.3138e-11,10,13,,,,
70,1.8417085427135675,1.76678e-11,-49.458,1.14842e-11,-1.34293e-11,10,13,,,,
71,1.8894472361809043,1.85115e-11,-51.096,1.16245e-11,-1.44063e-11,10,13,,,,
72,1.937185929648241,1.92665e-11,-52.746,1.16618e-11,-1.53372e-11,10,13,,,,
73,1.9849246231155777,1.96306e-11,-53.328,1.1724e-11,-1.57475e-11,10,13,,,,
74,2.0326633165829144,1.88668e-11,-52.164,1.15712e-11,-1.4902e-11,10,13,,,,
75,2.080402010050251,1.89148e-11,-52.548,1.1502e-11,-1.50174e-11,10,13,,,,
76,2.128140703517588,1.92203e-11,-52.698,1.16476e-11,-1.5291e-11,10,13,,,,
77,2.1758793969849246,1.87815e-11,-52.422,1.1454e-11,-1.48878e-11,10,13,,,,
