,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera
0,-3.0,-1.39693e-11,1.78489e-11,10,15,Fri Aug 30 09:23:16 2024,{1},{2.023},3.0
1,-2.9393939393939394,-1.05872e-12,1.79342e-11,10,15,,,,
2,-2.878787878787879,3.93643e-12,1.78632e-11,10,14,,,,
3,-2.8181818181818183,2.31994e-12,1.79591e-11,10,14,,,,
4,-2.757575757575758,2.15651e-12,1.79307e-11,10,14,,,,
5,-2.696969696969697,2.41941e-12,1.76926e-11,10,14,,,,
6,-2.6363636363636362,3.18325e-12,1.93162e-11,10,13,,,,
7,-2.5757575757575757,3.06423e-12,1.90693e-11,10,13,,,,
8,-2.515151515151515,2.64679e-12,1.80745e-11,10,13,,,,
9,-2.4545454545454546,2.71606e-12,1.78418e-11,10,13,,,,
10,-2.393939393939394,2.8564e-12,1.7817e-11,10,13,,,,
11,-2.333333333333333,2.71251e-12,1.80657e-11,10,13,,,,
12,-2.2727272727272725,2.71784e-12,1.79715e-11,10,13,,,,
13,-2.212121212121212,2.77291e-12,1.7968e-11,10,13,,,,
14,-2.1515151515151514,2.69297e-12,1.78809e-11,10,13,,,,
15,-2.090909090909091,2.62192e-12,1.80372e-11,10,13,,,,
16,-2.0303030303030303,2.796e-12,1.79982e-11,10,13,,,,
17,-1.9696969696969697,2.73916e-12,1.79946e-11,10,13,,,,
18,-1.9090909090909092,2.73916e-12,1.79413e-11,10,13,,,,
19,-1.8484848484848484,2.68942e-12,1.79058e-11,10,13,,,,
20,-1.7878787878787878,2.91502e-12,1.80941e-11,10,13,,,,
21,-1.7272727272727273,2.90791e-12,1.79111e-11,10,13,,,,
22,-1.6666666666666665,2.85995e-12,1.79839e-11,10,13,,,,
23,-1.606060606060606,2.76225e-12,1.76091e-11,10,13,,,,
24,-1.5454545454545454,2.67343e-12,1.77157e-11,10,13,,,,
25,-1.4848484848484849,2.74981e-12,1.76607e-11,10,13,,,,
26,-1.4242424242424243,2.61126e-12,1.78028e-11,10,13,,,,
27,-1.3636363636363635,2.83153e-12,1.78454e-11,10,13,,,,
28,-1.303030303030303,2.71251e-12,1.79147e-11,10,13,,,,
29,-1.2424242424242424,2.57395e-12,1.79857e-11,10,13,,,,
30,-1.1818181818181817,2.87594e-12,1.80088e-11,10,13,,,,
31,-1.121212121212121,2.84218e-12,1.79111e-11,10,13,,,,
32,-1.0606060606060606,2.72139e-12,1.7666e-11,10,13,,,,
33,-1.0,2.6006e-12,1.77548e-11,10,13,,,,
34,-0.9393939393939394,2.76047e-12,1.77015e-11,10,13,,,,
35,-0.8787878787878789,2.70896e-12,1.77246e-11,10,13,,,,
36,-0.8181818181818183,2.29684e-12,1.80106e-11,10,13,,,,
37,-0.7575757575757573,2.2702e-12,1.77832e-11,10,13,,,,
38,-0.6969696969696968,2.29862e-12,1.78241e-11,10,13,,,,
39,-0.6363636363636362,1.97355e-12,1.78259e-11,10,13,,,,
40,-0.5757575757575757,1.76926e-12,1.78152e-11,10,13,,,,
41,-0.5151515151515151,1.74617e-12,1.78312e-11,10,13,,,,
42,-0.4545454545454546,1.58274e-12,1.79005e-11,10,13,,,,
43,-0.39393939393939403,1.21859e-12,1.79875e-11,10,13,,,,
44,-0.33333333333333304,7.74495e-13,1.77708e-11,10,13,,,,
45,-0.2727272727272725,3.07311e-13,1.77779e-11,10,13,,,,
46,-0.21212121212121193,-1.11911e-13,1.78063e-11,10,13,,,,
47,-0.15151515151515138,-5.63109e-13,1.78934e-11,10,13,,,,
48,-0.09090909090909083,-1.08003e-12,1.79253e-11,10,13,,,,
49,-0.030303030303030276,-1.53833e-12,1.77726e-11,10,13,,,,
50,0.030303030303030276,-2.16362e-12,1.76358e-11,10,13,,,,
51,0.09090909090909083,-2.91324e-12,1.76464e-11,10,13,,,,
52,0.15151515151515138,-3.59714e-12,1.7602e-11,10,13,,,,
53,0.21212121212121238,-4.23664e-12,1.78862e-11,10,13,,,,
54,0.27272727272727293,-4.98804e-12,1.78951e-11,10,13,,,,
55,0.3333333333333335,-5.74299e-12,1.77921e-11,10,13,,,,
56,0.39393939393939403,-6.33985e-12,1.7634e-11,10,13,,,,
57,0.4545454545454546,-7.14453e-12,1.76571e-11,10,13,,,,
58,0.5151515151515151,-7.77162e-12,1.7563e-11,10,13,,,,
59,0.5757575757575757,-8.48749e-12,1.7785e-11,10,13,,,,
60,0.6363636363636367,-9.30461e-12,1.75825e-11,10,13,,,,
61,0.6969696969696972,-9.94943e-12,1.76109e-11,10,13,,,,
62,0.7575757575757578,-1.08945e-11,1.76855e-11,10,13,,,,
63,0.8181818181818183,-1.1724e-11,1.76109e-11,10,13,,,,
