,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera
0,-3.0,3.51187e-12,1.83037e-11,10,13,Fri Aug 30 09:42:29 2024,{1},{2.023},3.0
1,-2.9393939393939394,3.08377e-12,1.8103e-11,10,13,,,,
2,-2.878787878787879,3.01804e-12,1.78632e-11,10,13,,,,
3,-2.8181818181818183,3.16726e-12,1.78134e-11,10,13,,,,
4,-2.757575757575758,3.32713e-12,1.79697e-11,10,13,,,,
5,-2.696969696969697,3.217e-12,1.80621e-11,10,13,,,,
6,-2.6363636363636362,3.19568e-12,1.80426e-11,10,13,,,,
7,-2.5757575757575757,3.27917e-12,1.78916e-11,10,13,,,,
8,-2.515151515151515,3.22765e-12,1.81403e-11,10,13,,,,
9,-2.4545454545454546,3.08022e-12,1.80745e-11,10,13,,,,
10,-2.393939393939394,3.13173e-12,1.80301e-11,10,13,,,,
11,-2.333333333333333,3.10864e-12,1.79822e-11,10,13,,,,
12,-2.2727272727272725,3.26673e-12,1.80479e-11,10,13,,,,
13,-2.212121212121212,3.352e-12,1.78845e-11,10,13,,,,
14,-2.1515151515151514,3.33601e-12,1.80177e-11,10,13,,,,
15,-2.090909090909091,3.23654e-12,1.81083e-11,10,13,,,,
16,-2.0303030303030303,3.33246e-12,1.80106e-11,10,13,,,,
17,-1.9696969696969697,3.36088e-12,1.80177e-11,10,13,,,,
18,-1.9090909090909092,3.32358e-12,1.7856e-11,10,13,,,,
19,-1.8484848484848484,3.41595e-12,1.80816e-11,10,13,,,,
20,-1.7878787878787878,3.24719e-12,1.8039e-11,10,13,,,,
21,-1.7272727272727273,3.27206e-12,1.81563e-11,10,13,,,,
22,-1.6666666666666665,3.27917e-12,1.79946e-11,10,13,,,,
23,-1.606060606060606,3.28805e-12,1.80159e-11,10,13,,,,
24,-1.5454545454545454,3.51542e-12,1.80355e-11,10,13,,,,
25,-1.4848484848484849,3.26141e-12,1.8119e-11,10,13,,,,
26,-1.4242424242424243,2.9914e-12,1.82415e-11,10,13,,,,
27,-1.3636363636363635,3.04114e-12,1.81953e-11,10,13,,,,
28,-1.303030303030303,3.12818e-12,1.82522e-11,10,13,,,,
29,-1.2424242424242424,3.16903e-12,1.81758e-11,10,13,,,,
30,-1.1818181818181817,3.06778e-12,1.82415e-11,10,13,,,,
31,-1.121212121212121,2.79955e-12,1.8158e-11,10,13,,,,
32,-1.0606060606060606,2.90613e-12,1.80106e-11,10,13,,,,
33,-1.0,3.01094e-12,1.79964e-11,10,13,,,,
34,-0.9393939393939394,2.98607e-12,1.79626e-11,10,13,,,,
35,-0.8787878787878789,3.0962e-12,1.80355e-11,10,13,,,,
36,-0.8181818181818183,3.08555e-12,1.79751e-11,10,13,,,,
37,-0.7575757575757573,2.91146e-12,1.79946e-11,10,13,,,,
38,-0.6969696969696968,2.9239e-12,1.80195e-11,10,13,,,,
39,-0.6363636363636362,2.64856e-12,1.81101e-11,10,13,,,,
40,-0.5757575757575757,2.38211e-12,1.81367e-11,10,13,,,,
