,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal
0,-3.0,7.81601e-14,1.73302e-11,10,14,Fri Aug 30 09:14:34 2024,{1},{2.023}
1,-2.9393939393939394,1.26833e-12,1.92025e-11,10,13,,,
2,-2.878787878787879,3.05357e-12,1.84316e-11,10,13,,,
3,-2.8181818181818183,3.60424e-12,1.79946e-11,10,13,,,
4,-2.757575757575758,3.5847e-12,1.79076e-11,10,13,,,
5,-2.696969696969697,3.54207e-12,1.79236e-11,10,13,,,
6,-2.6363636363636362,3.77656e-12,1.76962e-11,10,13,,,
7,-2.5757575757575757,3.85295e-12,1.77068e-11,10,13,,,
8,-2.515151515151515,3.73748e-12,1.77548e-11,10,13,,,
9,-2.4545454545454546,3.73571e-12,1.77957e-11,10,13,,,
10,-2.393939393939394,4.01815e-12,1.78223e-11,10,13,,,
11,-2.333333333333333,3.75347e-12,1.76855e-11,10,13,,,
12,-2.2727272727272725,3.68952e-12,1.76056e-11,10,13,,,
13,-2.212121212121212,3.54917e-12,1.76518e-11,10,13,,,
14,-2.1515151515151514,3.5172e-12,1.77175e-11,10,13,,,
15,-2.090909090909091,3.47102e-12,1.77885e-11,10,13,,,
16,-2.0303030303030303,3.4497e-12,1.78241e-11,10,13,,,
17,-1.9696969696969697,3.54562e-12,1.7968e-11,10,13,,,
18,-1.9090909090909092,3.57582e-12,1.77459e-11,10,13,,,
19,-1.8484848484848484,3.3893e-12,1.78525e-11,10,13,,,
20,-1.7878787878787878,3.3893e-12,1.77974e-11,10,13,,,
21,-1.7272727272727273,3.46391e-12,1.77637e-11,10,13,,,
22,-1.6666666666666665,3.40351e-12,1.76358e-11,10,13,,,
23,-1.606060606060606,3.26851e-12,1.77228e-11,10,13,,,
24,-1.5454545454545454,3.16548e-12,1.78862e-11,10,13,,,
25,-1.4848484848484849,3.16193e-12,1.76997e-11,10,13,,,
26,-1.4242424242424243,3.3218e-12,1.77228e-11,10,13,,,
27,-1.3636363636363635,3.17614e-12,1.76891e-11,10,13,,,
28,-1.303030303030303,3.20101e-12,1.77086e-11,10,13,,,
29,-1.2424242424242424,2.95942e-12,1.75665e-11,10,13,,,
30,-1.1818181818181817,2.91502e-12,1.78312e-11,10,13,,,
31,-1.121212121212121,3.01982e-12,1.78401e-11,10,13,,,
32,-1.0606060606060606,2.95942e-12,1.77512e-11,10,13,,,
33,-1.0,2.89015e-12,1.79449e-11,10,13,,,
34,-0.9393939393939394,2.78712e-12,1.77157e-11,10,13,,,
35,-0.8787878787878789,2.71962e-12,1.79076e-11,10,13,,,
36,-0.8181818181818183,2.48869e-12,1.77406e-11,10,13,,,
37,-0.7575757575757573,2.39987e-12,1.78259e-11,10,13,,,
38,-0.6969696969696968,2.22224e-12,1.77974e-11,10,13,,,
39,-0.6363636363636362,2.06592e-12,1.78454e-11,10,13,,,
