#Thorlabs FTS
[SpectrumHeader]
#Date;20240830
#Time;13222606
#GMTTime;16222606
#Instrument;0
#InstrModel;CCS200
#Series;0
#InterferometerSerial;M00404267
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;3221.675103
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;9801.955078
#WnrMax;51689.597656
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
1.934625244e+02;2.055860311e-02
1.936655121e+02;1.551037934e-02
1.938684998e+02;1.246997248e-02
1.940715179e+02;1.238392293e-02
1.942745514e+02;1.327309851e-02
1.944776001e+02;7.385895005e-04
1.946806641e+02;8.820049698e-04
1.948837433e+02;4.926320165e-03
1.950868378e+02;1.843605377e-02
1.952899628e+02;2.764332667e-02
1.954930878e+02;2.230110113e-03
1.956962280e+02;8.655121550e-03
1.958993835e+02;1.777634397e-02
1.961025696e+02;7.048869040e-03
1.963057556e+02;1.754687913e-02
1.965089722e+02;1.195367705e-02
1.967122040e+02;1.502276678e-02
1.969154358e+02;-3.793338314e-03
1.971186981e+02;5.586031359e-03
1.973219757e+02;6.991502829e-03
1.975252533e+02;9.888494387e-03
1.977285614e+02;-1.125811250e-03
1.979318848e+02;1.046215650e-02
1.981352234e+02;9.314832278e-03
1.983385773e+02;1.008927636e-02
1.985419464e+02;2.459574724e-03
1.987453461e+02;-4.567781929e-03
1.989487457e+02;1.553906314e-02
1.991521606e+02;2.258793218e-03
1.993555908e+02;6.905453280e-03
1.995590515e+02;2.574307146e-03
1.997625122e+02;1.254885108e-03
1.999660034e+02;3.778996877e-03
2.001694946e+02;1.097845193e-02
2.003730164e+02;5.356566515e-03
2.005765533e+02;2.701229788e-02
2.007800903e+02;2.832454862e-03
2.009836578e+02;8.368290961e-03
2.011872406e+02;9.716396220e-03
2.013908386e+02;2.741386183e-02
2.015944519e+02;1.258470491e-02
2.017980804e+02;-3.800509148e-04
2.020017242e+02;1.198235992e-02
2.022053833e+02;1.453515515e-02
2.024090576e+02;1.396149304e-02
2.026127472e+02;7.278333418e-03
2.028164520e+02;1.215445809e-02
2.030201721e+02;1.281416975e-02
2.032239227e+02;4.151877016e-03
2.034276733e+02;1.283568214e-03
2.036314545e+02;8.970635943e-03
2.038352356e+02;2.130436338e-02
2.040390472e+02;8.310924284e-03
2.042428589e+02;2.187802456e-02
2.044467010e+02;-2.653185511e-04
2.046505585e+02;8.540389128e-03
2.048544159e+02;2.377110906e-02
2.050583038e+02;6.618622690e-03
2.052622070e+02;1.249865536e-02
2.054661255e+02;1.201104280e-02
2.056700592e+02;2.258793218e-03
2.058740082e+02;1.126528252e-02
2.060779724e+02;9.859811515e-03
2.062819519e+02;1.645692252e-02
2.064859467e+02;1.000322681e-02
2.066899567e+02;3.721630666e-03
2.068939972e+02;1.341651473e-02
2.070980377e+02;4.804417258e-04
2.073020935e+02;6.331791636e-03
2.075061798e+02;2.689039567e-03
2.077102661e+02;-2.187085338e-03
2.079143677e+02;1.505145058e-02
2.081184998e+02;1.464988664e-02
2.083226471e+02;5.378078786e-04
2.085267944e+02;3.951095510e-03
2.087309723e+02;7.393065840e-03
2.089351654e+02;3.520848928e-03
2.091393585e+02;-4.947832786e-04
2.093435822e+02;6.274425425e-03
2.095478210e+02;1.433437318e-02
2.097520752e+02;4.926320165e-03
2.099563446e+02;4.983686376e-03
2.101606293e+02;8.533218643e-04
2.103649292e+02;7.450432051e-03
2.105692444e+02;1.387544349e-02
2.107735748e+02;7.880678400e-03
2.109779205e+02;1.120791677e-02
2.111822815e+02;9.544297121e-03
2.113866730e+02;1.880893484e-02
2.115910645e+02;8.798536845e-03
2.117954712e+02;8.712488227e-03
2.119999084e+02;-4.087339912e-04
2.122043457e+02;1.086371951e-02
2.124088135e+02;6.417840719e-03
2.126132812e+02;6.790720858e-03
2.128177795e+02;1.981284283e-02
2.130222778e+02;2.382847480e-02
2.132268066e+02;1.849342138e-02
2.134313507e+02;1.166684553e-02
2.136359100e+02;1.129396539e-02
2.138404694e+02;1.421964075e-02
2.140450592e+02;7.938044146e-03
2.142496643e+02;1.685848460e-02
2.144542847e+02;5.241834093e-03
2.146589203e+02;3.854290023e-02
2.148635712e+02;3.004553495e-03
2.150682373e+02;3.979778383e-03
2.152729187e+02;7.679896895e-03
2.154776154e+02;9.429564700e-03
2.156823273e+02;1.123659965e-02
2.158870697e+02;5.213151220e-03
2.160918121e+02;1.952601224e-02
2.162965698e+02;2.546341158e-02
2.165013580e+02;9.429564700e-03
2.167061462e+02;1.197518897e-03
2.169109497e+02;9.802444838e-03
2.171157837e+02;-2.940016566e-04
2.173206177e+02;-5.198809784e-03
2.175254822e+02;5.471298937e-03
2.177303467e+02;1.396149304e-02
2.179352417e+02;1.034742408e-02
2.181401520e+02;-9.823957225e-04
2.183450623e+02;7.192284334e-03
2.185500031e+02;6.876770407e-03
2.187549591e+02;6.073643919e-03
2.189599304e+02;5.614714231e-03
2.191649017e+02;7.421749178e-03
2.193699036e+02;1.404754259e-02
2.195749207e+02;8.884586394e-03
2.197799530e+02;5.557348020e-03
2.199850006e+02;1.283568214e-03
2.201900635e+02;5.155785009e-03
2.203951416e+02;1.235524006e-02
2.206002350e+02;1.074898709e-02
2.208053589e+02;9.228783660e-03
2.210104828e+02;1.106450148e-02
2.212156219e+02;1.384676062e-02
2.214207764e+02;1.459252089e-02
2.216259613e+02;-1.297909766e-03
2.218311462e+02;3.434799844e-03
2.220363464e+02;2.506184764e-02
2.222415771e+02;9.687713347e-03
2.224468079e+02;8.569072001e-03
2.226520691e+02;1.172421221e-02
2.228573303e+02;8.941952139e-03
2.230626221e+02;7.737263106e-03
2.232679138e+02;1.914596069e-03
2.234732361e+02;4.553440027e-03
2.236785583e+02;1.146606449e-02
2.238839111e+02;1.307231747e-02
2.240892792e+02;-4.510415718e-03
2.242946625e+02;1.310100034e-02
2.245000458e+02;9.859811515e-03
2.247054596e+02;1.163816266e-02
2.249108887e+02;6.274425425e-03
2.251163330e+02;1.249865536e-02
2.253217926e+02;1.272812020e-02
2.255272675e+02;5.700763781e-03
2.257327576e+02;1.269943733e-02
2.259382629e+02;8.224875666e-03
2.261437836e+02;1.066293754e-02
2.263493195e+02;7.335699629e-03
2.265548706e+02;3.176651895e-03
2.267604370e+02;4.725538660e-03
2.269660187e+02;1.338783093e-02
2.271716309e+02;1.003190968e-02
2.273772430e+02;3.893729066e-03
2.275828705e+02;1.611272432e-02
2.277885132e+02;1.249865536e-02
2.279941864e+02;1.312251319e-03
2.281998596e+02;1.054103486e-03
2.284055634e+02;3.721630666e-03
2.286112671e+02;1.109318435e-02
2.288169861e+02;1.571116038e-02
2.290227356e+02;2.268115245e-02
2.292284851e+02;9.659029543e-03
2.294342651e+02;1.054820511e-02
2.296400604e+02;1.120791677e-02
2.298458557e+02;-1.498691388e-03
2.300516815e+02;8.253558539e-03
2.302575226e+02;1.390412636e-02
2.304633636e+02;7.679896895e-03
2.306692352e+02;7.479114924e-03
2.308751221e+02;1.215445809e-02
2.310810089e+02;6.360474508e-03
2.312869263e+02;7.536481135e-03
2.314928589e+02;2.127568051e-02
2.316988068e+02;1.272812020e-02
2.319047699e+02;1.639955491e-02
2.321107483e+02;3.426912054e-02
2.323167419e+02;2.201427007e-03
