#Thorlabs FTS
[SpectrumHeader]
#Date,20240830
#Time,13505420
#GMTTime,16505420
#Instrument,0
#InstrModel,CCS200
#Series,0
#InterferometerSerial,M00404267
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,1201.228667
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,9801.955078
#WnrMax,51689.597656
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
1.934625244e+02,1.257004216e-02
1.936655121e+02,1.632131264e-02
1.938684998e+02,1.773156412e-02
1.940715179e+02,1.485464978e-03
1.942745514e+02,8.621337824e-03
1.944776001e+02,-3.591440618e-03
1.946806641e+02,5.236734170e-03
1.948837433e+02,1.310593821e-02
1.950868378e+02,9.664923884e-03
1.952899628e+02,1.575721055e-02
1.954930878e+02,1.333157811e-02
1.956962280e+02,1.076492015e-02
1.958993835e+02,1.121620089e-02
1.961025696e+02,1.880335505e-03
1.963057556e+02,9.523899294e-03
1.965089722e+02,6.054680329e-03
1.967122040e+02,2.010078542e-02
1.969154358e+02,7.267496549e-03
1.971186981e+02,4.785453901e-03
1.973219757e+02,1.158286631e-02
1.975252533e+02,5.575194489e-03
1.977285614e+02,8.988003246e-03
1.979318848e+02,6.731600966e-03
1.981352234e+02,9.467489086e-03
1.983385773e+02,-7.878605276e-03
1.985419464e+02,2.077770652e-03
1.987453461e+02,1.570080058e-03
1.989487457e+02,1.414952427e-02
1.991521606e+02,-6.468353793e-03
1.993555908e+02,5.462374538e-03
1.995590515e+02,-1.504268294e-04
1.997625122e+02,-1.222218014e-02
1.999660034e+02,1.090594567e-03
2.001694946e+02,2.726486418e-04
2.003730164e+02,8.564927615e-03
2.005765533e+02,1.189312153e-02
2.007800903e+02,-1.143243909e-02
2.009836578e+02,3.629047424e-03
2.011872406e+02,1.646233723e-02
2.013908386e+02,1.420593448e-02
2.015944519e+02,7.041856181e-03
2.017980804e+02,1.031364035e-02
2.020017242e+02,1.541875070e-03
2.022053833e+02,2.670076443e-03
2.024090576e+02,1.214696746e-02
2.026127472e+02,-2.914519981e-03
2.028164520e+02,8.508518338e-03
2.030201721e+02,-1.476063277e-03
2.032239227e+02,5.800834857e-03
2.034276733e+02,-1.236320566e-02
2.036314545e+02,1.259824727e-02
2.038352356e+02,1.073671505e-02
2.040390472e+02,6.336730439e-03
2.042428589e+02,9.016208351e-03
2.044467010e+02,5.236734170e-03
2.046505585e+02,4.108532798e-03
2.048544159e+02,2.241359837e-02
2.050583038e+02,4.700838588e-03
2.052622070e+02,-4.183746409e-03
2.054661255e+02,8.198262192e-03
2.056700592e+02,1.496747043e-02
2.058740082e+02,3.685457399e-03
2.060779724e+02,8.621337824e-03
2.062819519e+02,1.364183333e-02
2.064859467e+02,5.490579642e-03
2.066899567e+02,-2.463239478e-03
2.068939972e+02,4.982889164e-03
2.070980377e+02,-1.024782774e-03
2.073020935e+02,-3.535030643e-03
2.075061798e+02,1.936745481e-03
2.077102661e+02,-3.252980299e-03
2.079143677e+02,1.330337301e-02
2.081184998e+02,7.295701653e-03
2.083226471e+02,-1.278628130e-03
2.085267944e+02,-1.701703528e-03
2.087309723e+02,1.979053020e-02
2.089351654e+02,5.800834857e-03
2.091393585e+02,1.598285162e-04
2.093435822e+02,1.598285162e-04
2.095478210e+02,3.629047424e-03
2.097520752e+02,-4.578616936e-03
2.099563446e+02,1.719566807e-02
2.101606293e+02,2.218795940e-03
2.103649292e+02,6.054680329e-03
2.105692444e+02,6.759806070e-03
2.107735748e+02,9.664923884e-03
2.109779205e+02,4.757248797e-03
2.111822815e+02,5.941859912e-03
2.113866730e+02,1.970591582e-02
2.115910645e+02,1.651874743e-02
2.117954712e+02,8.564927615e-03
2.119999084e+02,-1.117859408e-02
2.122043457e+02,1.429054979e-02
2.124088135e+02,-2.801699797e-03
2.126132812e+02,1.025723014e-02
2.128177795e+02,1.344439853e-02
2.130222778e+02,2.796998993e-02
2.132268066e+02,1.132902130e-02
2.134313507e+02,5.998270120e-03
2.136359100e+02,-1.476063277e-03
2.138404694e+02,1.838027872e-02
2.140450592e+02,1.561618596e-02
2.142496643e+02,1.082133036e-02
2.144542847e+02,-7.427324890e-04
2.146589203e+02,1.099056099e-02
2.148635712e+02,8.085442707e-03
2.150682373e+02,-3.224775195e-03
2.152729187e+02,7.577751763e-03
2.154776154e+02,1.062389580e-03
2.156823273e+02,7.126471493e-03
2.158870697e+02,1.392388437e-02
2.160918121e+02,1.282388810e-02
2.162965698e+02,1.008799952e-02
2.165013580e+02,1.341619343e-02
2.167061462e+02,9.523899294e-03
2.169109497e+02,-8.358091116e-03
2.171157837e+02,-9.401677526e-04
2.173206177e+02,9.495693957e-04
2.175254822e+02,5.321349483e-03
2.177303467e+02,1.823925413e-03
2.179352417e+02,6.957241334e-03
2.181401520e+02,-3.168365220e-03
2.183450623e+02,7.831596769e-03
2.185500031e+02,-3.168365220e-03
2.187549591e+02,4.193148110e-03
2.189599304e+02,9.975180030e-03
2.191649017e+02,7.916212082e-03
2.193699036e+02,5.800834857e-03
2.195749207e+02,1.815463789e-02
2.197799530e+02,7.182881236e-03
2.199850006e+02,1.682900242e-03
2.201900635e+02,-1.075551845e-02
2.203951416e+02,1.217517164e-02
2.206002350e+02,4.813658539e-03
2.208053589e+02,9.354668669e-03
2.210104828e+02,1.220337674e-02
2.212156219e+02,-7.483735215e-03
2.214207764e+02,4.982889164e-03
2.216259613e+02,-3.958106041e-03
2.218311462e+02,-4.945282359e-03
2.220363464e+02,1.465721522e-02
2.222415771e+02,-2.435034374e-03
2.224468079e+02,5.462374538e-03
2.226520691e+02,-7.991425809e-04
2.228573303e+02,1.510849502e-02
2.230626221e+02,3.290587047e-04
2.232679138e+02,8.057237603e-03
2.234732361e+02,-5.847843364e-03
2.236785583e+02,9.467489086e-03
2.238839111e+02,1.519311033e-02
2.240892792e+02,-1.391448197e-03
2.242946625e+02,1.169568673e-02
2.245000458e+02,-4.381181672e-03
2.247054596e+02,8.677748032e-03
2.249108887e+02,1.155466121e-02
2.251163330e+02,-8.555526147e-04
2.253217926e+02,3.177766921e-03
2.255272675e+02,8.875183761e-03
2.257327576e+02,1.685720682e-02
2.259382629e+02,1.062389580e-03
2.261437836e+02,1.034184475e-03
