,Corriente,Desfasaje,X,Y,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera,Volt al LED,Potencial Retardador
0,2.01333e-11,-25.578,1.81598e-11,-8.69355e-12,10,13,Fri Aug 30 12:36:56 2024,{1},{2.023},3.0,5.0,1.0
1,2.00765e-11,-25.524,1.81172e-11,-8.65269e-12,10,13,,,,,,
2,1.99344e-11,-25.368,1.80141e-11,-8.54256e-12,10,13,,,,,,
3,1.98385e-11,-25.146,1.79591e-11,-8.43242e-12,10,13,,,,,,
4,1.99291e-11,-24.834,1.8087e-11,-8.37203e-12,10,13,,,,,,
5,2.00641e-11,-24.882,1.82024e-11,-8.4413e-12,10,13,,,,,,
6,2.01156e-11,-25.092,1.82167e-11,-8.5319e-12,10,13,,,,,,
7,2.01138e-11,-25.374,1.8174e-11,-8.62072e-12,10,13,,,,,,
8,2.00872e-11,-25.782,1.8087e-11,-8.73795e-12,10,13,,,,,,
9,2.00463e-11,-25.908,1.80319e-11,-8.76105e-12,10,13,,,,,,
10,2.00836e-11,-25.716,1.80941e-11,-8.71486e-12,10,13,,,,,,
11,2.02239e-11,-25.38,1.82717e-11,-8.67045e-12,10,13,,,,,,
12,2.02772e-11,-25.068,1.83659e-11,-8.59229e-12,10,13,,,,,,
13,2.02275e-11,-25.128,1.83126e-11,-8.59052e-12,10,13,,,,,,
14,2.01795e-11,-25.236,1.8254e-11,-8.60473e-12,10,13,,,,,,
15,2.00445e-11,-25.23,1.81332e-11,-8.54611e-12,10,13,,,,,,
16,1.99823e-11,-25.314,1.80621e-11,-8.54611e-12,10,13,,,,,,
17,2.00232e-11,-25.53,1.80674e-11,-8.63137e-12,10,13,,,,,,
18,2.01102e-11,-26.136,1.80532e-11,-8.85875e-12,10,13,,,,,,
19,2.02239e-11,-26.808,1.80497e-11,-9.12165e-12,10,13,,,,,,
20,2.0263e-11,-27.162,1.80284e-11,-9.25132e-12,10,13,,,,,,
21,2.03216e-11,-27.246,1.80674e-11,-9.30461e-12,10,13,,,,,,
22,2.03998e-11,-27.216,1.8142e-11,-9.33126e-12,10,13,,,,,,
23,2.04087e-11,-26.982,1.81865e-11,-9.2602e-12,10,13,,,,,,
24,2.03376e-11,-26.772,1.8158e-11,-9.1625e-12,10,13,,,,,,
25,2.03625e-11,-26.724,1.81882e-11,-9.15895e-12,10,13,,,,,,
26,2.05366e-11,-26.532,1.8373e-11,-9.17316e-12,10,13,,,,,,
27,2.05366e-11,-26.688,1.83481e-11,-9.22468e-12,10,13,,,,,,
28,2.04549e-11,-26.916,1.8238e-11,-9.2602e-12,10,13,,,,,,
29,2.03731e-11,-27.114,1.81332e-11,-9.28685e-12,10,13,,,,,,
