,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera
87,2.2727272727272725,-2.24817e-11,1.74173e-11,10,13,,,,
88,2.333333333333334,-2.29649e-11,1.74528e-11,10,13,,,,
89,2.3939393939393945,-2.31993e-11,1.73942e-11,10,13,,,,
90,2.454545454545455,-2.36914e-11,1.75701e-11,10,13,,,,
91,2.5151515151515156,-2.40875e-11,1.74546e-11,10,13,,,,
92,2.575757575757576,-2.4306e-11,1.74546e-11,10,13,,,,
93,2.6363636363636367,-2.50201e-11,1.74546e-11,10,13,,,,
94,2.6969696969696972,-2.54393e-11,1.73516e-11,10,13,,,,
95,2.757575757575758,-2.57377e-11,1.72201e-11,10,13,,,,
96,2.8181818181818183,-2.59669e-11,1.74883e-11,10,13,,,,
97,2.878787878787879,-2.64412e-11,1.74173e-11,10,13,,,,
98,2.9393939393939394,-2.68995e-11,1.74049e-11,10,13,,,,
99,3.0,-2.74271e-11,1.74901e-11,10,13,,,,
