,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera
72,1.3636363636363633,-2.2773e-11,1.73906e-11,10,13,,,,
73,1.4242424242424248,-2.3599e-11,1.73729e-11,10,13,,,,
74,1.4848484848484853,-2.43202e-11,1.74581e-11,10,13,,,,
75,1.5454545454545459,-2.51427e-11,1.72325e-11,10,13,,,,
76,1.6060606060606064,-2.62973e-11,1.73995e-11,10,13,,,,
77,1.666666666666667,-2.72175e-11,1.76358e-11,10,13,,,,
78,1.7272727272727275,-2.78783e-11,1.76109e-11,10,13,,,,
79,1.787878787878788,-2.84947e-11,1.76091e-11,10,13,,,,
80,1.8484848484848486,-2.90826e-11,1.78081e-11,10,13,,,,
81,1.9090909090909092,-2.81944e-11,1.68613e-11,10,14,,,,
82,1.9696969696969697,-2.98501e-11,1.72201e-11,10,14,,,,
83,2.0303030303030303,-3.11788e-11,1.7348e-11,10,14,,,,
84,2.090909090909091,-3.17153e-11,1.74084e-11,10,14,,,,
85,2.1515151515151514,-3.22837e-11,1.72521e-11,10,14,,,,
86,2.212121212121212,-3.3243e-11,1.73871e-11,10,14,,,,
87,2.2727272727272725,-3.44971e-11,1.73018e-11,10,14,,,,
88,2.333333333333334,-3.46854e-11,1.72947e-11,10,14,,,,
89,2.3939393939393945,-3.51863e-11,1.72912e-11,10,14,,,,
90,2.454545454545455,-3.57405e-11,1.74297e-11,10,14,,,,
91,2.5151515151515156,-3.63942e-11,1.74333e-11,10,14,,,,
92,2.575757575757576,-3.6888e-11,1.74937e-11,10,14,,,,
93,2.6363636363636367,-3.75204e-11,1.74653e-11,10,14,,,,
94,2.6969696969696972,-3.79006e-11,1.7078e-11,10,14,,,,
95,2.757575757575758,-3.83837e-11,1.72912e-11,10,14,,,,
96,2.8181818181818183,-3.90552e-11,1.72592e-11,10,14,,,,
97,2.878787878787879,-3.99398e-11,1.70673e-11,10,14,,,,
98,2.9393939393939394,-4.0391e-11,1.71206e-11,10,14,,,,
99,3.0,-4.30875e-11,1.71881e-11,10,14,,,,
