,Corriente,Desfasaje,X,Y,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera,Volt al LED,Potencial Retardador
0,3.76981e-11,-61.614,1.792e-11,-3.31684e-11,10,13,Fri Aug 30 12:48:22 2024,{1},{2.023},3.0,5.0,1.0
1,3.78899e-11,-61.716,1.7952e-11,-3.33673e-11,10,13,,,,,,
2,3.80587e-11,-61.734,1.8023e-11,-3.35219e-11,10,13,,,,,,
3,3.81351e-11,-61.758,1.80461e-11,-3.35965e-11,10,13,,,,,,
4,3.8064e-11,-61.914,1.792e-11,-3.35822e-11,10,13,,,,,,
5,3.7865e-11,-61.92,1.78259e-11,-3.34099e-11,10,13,,,,,,
6,3.73304e-11,-61.632,1.77388e-11,-3.28486e-11,10,13,,,,,,
7,3.6817e-11,-61.398,1.76233e-11,-3.23264e-11,10,13,,,,,,
8,3.65772e-11,-61.254,1.75896e-11,-3.20706e-11,10,13,,,,,,
9,3.66482e-11,-61.05,1.77406e-11,-3.20706e-11,10,13,,,,,,
10,3.67282e-11,-60.93,1.78454e-11,-3.21025e-11,10,13,,,,,,
11,3.66838e-11,-60.894,1.78454e-11,-3.20528e-11,10,13,,,,,,
12,3.66056e-11,-60.822,1.78472e-11,-3.19604e-11,10,13,,,,,,
13,3.6563e-11,-60.822,1.78259e-11,-3.19249e-11,10,13,,,,,,
14,3.65292e-11,-60.96,1.77317e-11,-3.19373e-11,10,13,,,,,,
15,3.66518e-11,-60.942,1.78028e-11,-3.20386e-11,10,13,,,,,,
16,3.67903e-11,-61.026,1.78205e-11,-3.21878e-11,10,13,,,,,,
17,3.68863e-11,-61.104,1.78259e-11,-3.22944e-11,10,13,,,,,,
18,3.68738e-11,-61.056,1.78454e-11,-3.22695e-11,10,13,,,,,,
19,3.68348e-11,-60.9,1.79129e-11,-3.2186e-11,10,13,,,,,,
20,3.67566e-11,-60.666,1.8007e-11,-3.20457e-11,10,13,,,,,,
21,3.673e-11,-60.402,1.81403e-11,-3.19373e-11,10,13,,,,,,
22,3.60176e-11,-59.79,1.81225e-11,-3.11273e-11,10,13,,,,,,
23,3.46587e-11,-58.704,1.80035e-11,-2.96174e-11,10,13,,,,,,
24,3.44864e-11,-58.548,1.79928e-11,-2.9422e-11,10,13,,,,,,
25,3.54385e-11,-59.514,1.79786e-11,-3.05411e-11,10,13,,,,,,
26,3.65203e-11,-60.408,1.80355e-11,-3.17579e-11,10,13,,,,,,
27,3.71332e-11,-61.056,1.7968e-11,-3.24969e-11,10,13,,,,,,
28,3.74192e-11,-61.53,1.78383e-11,-3.28948e-11,10,13,,,,,,
29,3.76412e-11,-61.92,1.77175e-11,-3.3211e-11,10,13,,,,,,
