,Corriente,Desfasaje,X,Y,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera,Volt al LED,Potencial Retardador
0,2.46098e-11,-43.248,1.79253e-11,-1.68631e-11,10,13,Fri Aug 30 12:46:33 2024,{1},{2.023},3.0,5.0,1.0
1,2.464e-11,-43.134,1.79804e-11,-1.68489e-11,10,13,,,,,,
2,2.45973e-11,-42.606,1.81047e-11,-1.66535e-11,10,13,,,,,,
3,2.44623e-11,-42.288,1.80959e-11,-1.64616e-11,10,13,,,,,,
4,2.43895e-11,-42.102,1.80959e-11,-1.63533e-11,10,13,,,,,,
5,2.44126e-11,-42.174,1.80923e-11,-1.63923e-11,10,13,,,,,,
6,2.45636e-11,-42.228,1.81882e-11,-1.65078e-11,10,13,,,,,,
7,2.46133e-11,-42.072,1.82699e-11,-1.64954e-11,10,13,,,,,,
8,2.46435e-11,-42.024,1.83072e-11,-1.64989e-11,10,13,,,,,,
9,2.47092e-11,-42.246,1.82913e-11,-1.66144e-11,10,13,,,,,,
10,2.48904e-11,-42.714,1.82877e-11,-1.68862e-11,10,13,,,,,,
11,2.5116e-11,-43.248,1.8293e-11,-1.72095e-11,10,13,,,,,,
12,2.51746e-11,-43.638,1.82184e-11,-1.73747e-11,10,13,,,,,,
13,2.52119e-11,-43.668,1.82362e-11,-1.74102e-11,10,13,,,,,,
14,2.52048e-11,-43.446,1.82984e-11,-1.73356e-11,10,13,,,,,,
15,2.51462e-11,-43.47,1.82504e-11,-1.73018e-11,10,13,,,,,,
16,2.51302e-11,-43.416,1.8254e-11,-1.72734e-11,10,13,,,,,,
17,2.51515e-11,-43.548,1.82291e-11,-1.73302e-11,10,13,,,,,,
18,2.52457e-11,-43.89,1.81936e-11,-1.75043e-11,10,13,,,,,,
19,2.54109e-11,-44.55,1.81083e-11,-1.78276e-11,10,13,,,,,,
20,2.54677e-11,-44.754,1.80852e-11,-1.79342e-11,10,13,,,,,,
21,2.54926e-11,-44.79,1.80923e-11,-1.79626e-11,10,13,,,,,,
22,2.5434e-11,-44.568,1.81207e-11,-1.78507e-11,10,13,,,,,,
23,2.54251e-11,-44.454,1.81491e-11,-1.78063e-11,10,13,,,,,,
24,2.54038e-11,-44.478,1.81261e-11,-1.77992e-11,10,13,,,,,,
25,2.54251e-11,-44.388,1.81687e-11,-1.77868e-11,10,13,,,,,,
26,2.53629e-11,-44.334,1.8142e-11,-1.77264e-11,10,13,,,,,,
27,2.53416e-11,-44.34,1.81225e-11,-1.77139e-11,10,13,,,,,,
28,2.53629e-11,-44.166,1.81936e-11,-1.76731e-11,10,13,,,,,,
29,2.53896e-11,-44.232,1.81918e-11,-1.77122e-11,10,13,,,,,,
