,Corriente,Desfasaje,X,Y,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera,Volt al LED,Potencial Retardador
0,3.28735e-11,-57.036,1.78862e-11,-2.75816e-11,10,13,Fri Aug 30 12:58:22 2024,{1},{2.023},3.0,5.0,1.0
1,3.28859e-11,-56.898,1.79591e-11,-2.75514e-11,10,13,,,,,,
2,3.27847e-11,-56.874,1.79164e-11,-2.74555e-11,10,13,,,,,,
3,3.27243e-11,-56.922,1.78578e-11,-2.74235e-11,10,13,,,,,,
4,3.27598e-11,-56.808,1.79324e-11,-2.74164e-11,10,13,,,,,,
5,3.29001e-11,-56.802,1.80141e-11,-2.75319e-11,10,13,,,,,,
6,3.30032e-11,-56.922,1.80124e-11,-2.76562e-11,10,13,,,,,,
7,3.30209e-11,-56.952,1.80088e-11,-2.76793e-11,10,13,,,,,,
8,3.29534e-11,-56.97,1.79609e-11,-2.76278e-11,10,13,,,,,,
9,3.30156e-11,-56.928,1.80141e-11,-2.76704e-11,10,13,,,,,,
10,3.31062e-11,-57.0,1.80301e-11,-2.77663e-11,10,13,,,,,,
11,3.31151e-11,-57.084,1.79928e-11,-2.78019e-11,10,13,,,,,,
12,3.29126e-11,-57.048,1.79022e-11,-2.76189e-11,10,13,,,,,,
13,3.26994e-11,-57.108,1.77566e-11,-2.7459e-11,10,13,,,,,,
14,3.26283e-11,-57.204,1.76713e-11,-2.74288e-11,10,13,,,,,,
15,3.279e-11,-57.21,1.77584e-11,-2.75656e-11,10,13,,,,,,
16,3.29943e-11,-57.27,1.78383e-11,-2.77575e-11,10,13,,,,,,
17,3.30476e-11,-57.168,1.79164e-11,-2.77717e-11,10,13,,,,,,
18,3.31275e-11,-57.078,1.80053e-11,-2.7809e-11,10,13,,,,,,
19,3.31257e-11,-57.09,1.79964e-11,-2.78125e-11,10,13,,,,,,
20,3.3012e-11,-57.09,1.79342e-11,-2.77166e-11,10,13,,,,,,
21,3.29445e-11,-57.102,1.78916e-11,-2.76633e-11,10,13,,,,,,
22,3.29836e-11,-57.138,1.78969e-11,-2.77077e-11,10,13,,,,,,
23,3.30405e-11,-57.222,1.78862e-11,-2.77806e-11,10,13,,,,,,
24,3.30884e-11,-57.228,1.79076e-11,-2.78232e-11,10,13,,,,,,
25,3.31506e-11,-57.126,1.79946e-11,-2.78427e-11,10,13,,,,,,
26,3.32074e-11,-57.054,1.80586e-11,-2.78694e-11,10,13,,,,,,
27,3.31239e-11,-56.958,1.80621e-11,-2.77681e-11,10,13,,,,,,
28,3.29961e-11,-56.97,1.79857e-11,-2.76651e-11,10,13,,,,,,
29,3.28415e-11,-57.09,1.78436e-11,-2.75709e-11,10,13,,,,,,
