,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud
86,0.6717171717171717,7.37406e-11,7.81601e-14,10,14
87,0.6969696969696968,7.58402e-11,-3.90801e-14,10,14
88,0.7222222222222223,7.77267e-11,-1.06582e-14,10,14
89,0.7474747474747474,7.93645e-11,-1.52768e-13,10,14
90,0.7727272727272725,8.10236e-11,-1.10135e-13,10,14
91,0.797979797979798,8.29314e-11,-1.954e-13,10,14
92,0.8232323232323231,8.48854e-11,-4.19222e-13,10,14
93,0.8484848484848486,8.66938e-11,-2.06058e-13,10,14
94,0.8737373737373737,8.88041e-11,-2.30928e-13,10,14
95,0.8989898989898988,9.06515e-11,-1.38557e-13,10,14
96,0.9242424242424243,9.25273e-11,-2.45139e-13,10,14
97,0.9494949494949494,9.45453e-11,-3.94353e-13,10,14
98,0.9747474747474749,9.64353e-11,-4.33433e-13,10,14
99,1.0,9.81477e-11,-3.83695e-13,10,14
