,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud
86,4.94949494949495,-7.10546e-13,-3.14715e-10,10,16
87,5.030303030303031,-1.13688e-13,-3.16733e-10,10,18
88,5.111111111111112,4.54751e-13,-3.19689e-10,10,18
89,5.191919191919193,-3.41062e-13,-3.22986e-10,10,18
90,5.272727272727273,-5.68438e-13,-3.26056e-10,10,18
91,5.353535353535354,-7.95811e-13,-3.2867e-10,10,18
92,5.434343434343435,-7.95811e-13,-3.31399e-10,10,18
93,5.515151515151516,-5.68438e-13,-3.33332e-10,10,18
94,5.595959595959597,-5.68438e-13,-3.35492e-10,10,18
95,5.676767676767677,-9.09502e-13,-3.37993e-10,10,18
96,5.757575757575758,-9.09502e-13,-3.4129e-10,10,18
97,5.838383838383839,-9.09502e-13,-3.44246e-10,10,18
98,5.91919191919192,-1.02319e-12,-3.46974e-10,10,18
99,6.0,-1.02319e-12,-3.49475e-10,10,18
