,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud
0,-3.0,4.20733e-12,1.00098e-12,10,12
1,-2.878787878787879,4.19489e-12,8.49102e-13,10,12
2,-2.757575757575758,4.00127e-12,9.54799e-13,10,12
3,-2.6363636363636362,3.96042e-12,9.38812e-13,10,12
4,-2.515151515151515,3.82097e-12,8.57984e-13,10,12
5,-2.393939393939394,3.8414e-12,7.58508e-13,10,12
6,-2.2727272727272725,3.83429e-12,7.54955e-13,10,12
7,-2.1515151515151514,3.7739e-12,7.31862e-13,10,12
8,-2.0303030303030303,4.02081e-12,8.83741e-13,10,12
9,-1.9090909090909092,4.08565e-12,7.74495e-13,10,12
10,-1.7878787878787878,3.93999e-12,7.83377e-13,10,12
11,-1.6666666666666665,3.98884e-12,7.82489e-13,10,12
12,-1.5454545454545454,3.9391e-12,6.05741e-13,10,12
13,-1.4242424242424243,4.00482e-12,5.27581e-13,10,12
14,-1.303030303030303,4.05279e-12,4.51196e-13,10,12
15,-1.1818181818181817,4.01726e-12,4.92054e-13,10,12
16,-1.0606060606060606,3.98973e-12,4.08564e-13,10,12
17,-0.9393939393939394,4.08121e-12,3.09976e-13,10,12
18,-0.8181818181818183,4.25263e-12,-8.34892e-14,10,12
19,-0.6969696969696968,4.21088e-12,-7.22093e-13,10,12
20,-0.5757575757575757,4.059e-12,-1.94424e-12,10,12
21,-0.4545454545454546,4.0368e-12,-3.76679e-12,10,12
22,-0.33333333333333304,4.02614e-12,-6.6365e-12,10,12
23,-0.21212121212121193,4.04834e-12,-1.08722e-11,10,12
24,-0.09090909090909083,3.71794e-12,-1.6792e-11,10,13
25,0.030303030303030276,3.67709e-12,-2.37944e-11,10,13
26,0.15151515151515138,3.74814e-12,-3.12979e-11,10,13
27,0.27272727272727293,3.7588e-12,-4.01494e-11,10,14
28,0.39393939393939403,4.26328e-12,-5.00082e-11,10,14
29,0.5151515151515151,3.61312e-12,-5.98068e-11,10,14
