,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud
0,-1.5,1.72592e-11,9.69898e-13,10,14
1,-1.4747474747474747,2.13875e-12,1.07293e-12,10,14
2,-1.4494949494949494,-1.10135e-13,1.17951e-12,10,14
3,-1.4242424242424243,-2.13164e-13,9.69898e-13,10,14
4,-1.398989898989899,-4.44091e-13,8.70418e-13,10,14
5,-1.3737373737373737,-4.33433e-13,9.98319e-13,10,14
6,-1.3484848484848484,-3.69484e-13,1.06937e-12,10,14
7,-1.3232323232323233,-3.97906e-13,1.01964e-12,10,14
8,-1.297979797979798,-2.10499e-13,1.53833e-12,10,11
9,-1.2727272727272727,4.8939e-13,-1.03251e-13,10,10
10,-1.2474747474747474,-4.83284e-13,-5.49563e-14,10,9
11,-1.2222222222222223,-5.04378e-13,7.75938e-13,10,9
12,-1.196969696969697,-3.02871e-13,1.01531e-12,10,9
13,-1.1717171717171717,-4.1034e-13,1.14054e-12,10,9
14,-1.1464646464646464,-2.71895e-13,1.31196e-12,10,9
15,-1.121212121212121,-1.77415e-13,1.19028e-12,10,9
16,-1.095959595959596,-5.9042e-13,1.17218e-12,10,10
17,-1.0707070707070707,-1.17795e-12,1.07826e-12,10,10
18,-1.0454545454545454,-2.3004e-13,7.85375e-13,10,10
19,-1.0202020202020203,-3.02426e-13,1.09335e-12,10,10
20,-0.9949494949494949,-1.83188e-13,1.08936e-12,10,10
21,-0.9696969696969697,-2.50024e-13,1.00876e-12,10,10
22,-0.9444444444444444,-2.85995e-13,9.33927e-13,10,10
23,-0.9191919191919192,-2.15384e-14,1.12044e-12,10,10
24,-0.8939393939393939,-4.44092e-15,1.10956e-12,10,10
25,-0.8686868686868687,-1.03029e-13,1.12822e-12,10,10
26,-0.8434343434343434,-2.24266e-13,8.96398e-13,10,10
27,-0.8181818181818182,-2.84219e-14,1.20304e-12,10,10
28,-0.7929292929292929,6.08407e-14,1.1724e-12,10,10
29,-0.7676767676767677,3.73037e-14,8.9884e-13,10,10
30,-0.7424242424242424,1.77637e-13,1.00609e-12,10,10
31,-0.7171717171717172,2.45139e-13,1.15975e-12,10,10
32,-0.6919191919191919,1.8674e-13,1.26033e-12,10,10
33,-0.6666666666666666,3.25297e-13,1.04473e-12,10,10
34,-0.6414141414141414,5.36463e-13,1.07604e-12,10,10
35,-0.6161616161616161,8.14019e-13,1.22081e-12,10,10
36,-0.5909090909090909,1.01342e-12,1.22125e-12,10,10
37,-0.5656565656565656,1.02496e-12,1.3134e-12,10,10
38,-0.5404040404040404,1.23702e-12,1.32206e-12,10,10
39,-0.5151515151515151,1.36158e-12,9.77669e-13,10,10
40,-0.48989898989898983,1.71885e-12,1.06649e-12,10,10
41,-0.46464646464646475,1.811e-12,1.14021e-12,10,10
42,-0.43939393939393945,2.0506e-12,1.10623e-12,10,10
43,-0.41414141414141414,2.43984e-12,1.06205e-12,10,10
44,-0.38888888888888884,2.95099e-12,1.04029e-12,10,10
45,-0.36363636363636376,3.1657e-12,1.07892e-12,10,10
46,-0.33838383838383845,3.37043e-12,1.11978e-12,10,10
47,-0.31313131313131315,3.56205e-12,1.09113e-12,10,10
48,-0.28787878787878785,4.1829e-12,9.80112e-13,10,10
