,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud
0,-3.0,2.98696e-12,9.56131e-13,10,11
1,-2.95959595959596,2.9954e-12,9.77447e-13,10,11
2,-2.919191919191919,3.1717e-12,8.39332e-13,10,11
3,-2.878787878787879,3.14372e-12,9.69898e-13,10,11
4,-2.8383838383838382,3.10553e-12,1.13066e-12,10,11
5,-2.797979797979798,3.04025e-12,8.06914e-13,10,11
6,-2.757575757575758,2.9048e-12,8.22457e-13,10,11
7,-2.717171717171717,3.01272e-12,7.76271e-13,10,11
8,-2.676767676767677,3.23787e-12,8.19792e-13,10,11
9,-2.6363636363636362,3.30537e-12,1.11556e-12,10,11
10,-2.595959595959596,3.26274e-12,1.02719e-12,10,11
11,-2.5555555555555554,3.24941e-12,8.73971e-13,10,11
12,-2.515151515151515,3.16104e-12,1.0676e-12,10,11
13,-2.474747474747475,3.09354e-12,1.10446e-12,10,11
14,-2.4343434343434343,3.10509e-12,1.02097e-12,10,11
15,-2.393939393939394,3.02293e-12,9.95655e-13,10,11
16,-2.3535353535353534,3.12107e-12,1.40244e-12,10,11
17,-2.313131313131313,3.03226e-12,1.41399e-12,10,11
18,-2.2727272727272725,3.0629e-12,1.25101e-12,10,11
19,-2.2323232323232323,3.11308e-12,9.65901e-13,10,11
20,-2.191919191919192,3.26141e-12,9.06834e-13,10,11
21,-2.1515151515151514,3.213e-12,1.04806e-12,10,11
22,-2.111111111111111,3.22588e-12,9.15275e-13,10,11
23,-2.0707070707070705,3.29071e-12,9.81e-13,10,11
24,-2.0303030303030303,3.08155e-12,1.02452e-12,10,11
25,-1.9898989898989898,2.97275e-12,9.34815e-13,10,11
26,-1.9494949494949494,3.12551e-12,9.54799e-13,10,11
27,-1.909090909090909,3.28805e-12,1.04717e-12,10,11
28,-1.8686868686868685,3.34001e-12,9.92546e-13,10,11
29,-1.8282828282828283,3.14417e-12,1.08891e-12,10,11
30,-1.7878787878787878,3.05624e-12,1.0072e-12,10,11
31,-1.7474747474747474,3.12507e-12,8.4022e-13,10,11
32,-1.707070707070707,3.15571e-12,8.32227e-13,10,11
33,-1.6666666666666665,2.98385e-12,7.71386e-13,10,11
34,-1.626262626262626,3.10464e-12,7.38524e-13,10,11
35,-1.5858585858585856,3.03536e-12,7.16319e-13,10,11
36,-1.5454545454545454,3.2281e-12,7.5007e-13,10,11
37,-1.505050505050505,3.30226e-12,7.16763e-13,10,11
38,-1.4646464646464645,3.32136e-12,6.78572e-13,10,11
39,-1.424242424242424,3.1415e-12,7.23425e-13,10,11
40,-1.3838383838383836,3.22899e-12,7.78936e-13,10,11
41,-1.3434343434343432,3.31603e-12,8.8907e-13,10,11
42,-1.303030303030303,3.26007e-12,8.26453e-13,10,11
43,-1.2626262626262625,3.18369e-12,1.04273e-12,10,11
44,-1.222222222222222,3.09576e-12,1.08758e-12,10,11
45,-1.1818181818181817,3.37243e-12,1.08092e-12,10,11
46,-1.1414141414141412,3.47279e-12,9.75227e-13,10,11
47,-1.1010101010101008,3.25519e-12,9.15275e-13,10,11
48,-1.0606060606060606,3.25341e-12,1.00987e-12,10,11
49,-1.02020202020202,3.24897e-12,8.50878e-13,10,11
50,-0.9797979797979797,3.12685e-12,8.16239e-13,10,11
51,-0.939393939393939,3.14772e-12,8.76636e-13,10,11
52,-0.8989898989898988,3.1415e-12,8.24677e-13,10,11
53,-0.8585858585858586,3.11796e-12,6.19952e-13,10,11
54,-0.8181818181818179,3.10731e-12,4.63633e-13,10,11
55,-0.7777777777777777,3.13662e-12,3.19746e-13,10,11
56,-0.737373737373737,3.32802e-12,2.18493e-13,10,11
57,-0.6969696969696968,3.26673e-12,1.64314e-14,10,11
58,-0.6565656565656566,3.13972e-12,-1.60761e-13,10,11
59,-0.6161616161616159,3.06601e-12,-6.25281e-13,10,11
60,-0.5757575757575757,2.97763e-12,-1.09469e-12,10,11
61,-0.535353535353535,3.13129e-12,-1.62493e-12,10,11
62,-0.4949494949494948,3.17525e-12,-2.3528e-12,10,11
63,-0.45454545454545414,3.24719e-12,-2.88793e-12,10,11
64,-0.4141414141414139,3.30803e-12,-3.6571e-12,10,11
65,-0.3737373737373737,3.45858e-12,-4.49954e-12,10,11
66,-0.33333333333333304,3.28805e-12,-5.57868e-12,10,11
67,-0.2929292929292928,3.36887e-12,-6.48373e-12,10,12
68,-0.25252525252525215,3.28539e-12,-7.3524e-12,10,12
69,-0.21212121212121193,3.06512e-12,-9.23178e-12,10,12
70,-0.17171717171717127,3.05091e-12,-1.08074e-11,10,12
71,-0.13131313131313105,3.0962e-12,-1.26379e-11,10,12
72,-0.09090909090909083,3.05801e-12,-1.45449e-11,10,12
73,-0.050505050505050164,3.62023e-12,-1.67476e-11,10,13
74,-0.010101010101009944,3.44082e-12,-1.87993e-11,10,13
75,0.03030303030303072,3.06423e-12,-2.08421e-11,10,13
