,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud
0,-1.5,3.1868e-12,1.19017e-12,10,14
1,-1.4747474747474747,3.27206e-12,1.36425e-12,10,14
2,-1.4494949494949494,4.0217e-12,7.70942e-13,10,13
3,-1.4242424242424243,4.1043e-12,1.00454e-12,10,12
4,-1.398989898989899,4.05101e-12,1.03296e-12,10,12
5,-1.3737373737373737,3.24808e-12,1.12622e-12,10,12
6,-1.3484848484848484,3.1939e-12,9.13943e-13,10,12
7,-1.3232323232323233,3.33779e-12,9.62792e-13,10,12
8,-1.297979797979798,3.15394e-12,1.01253e-12,10,12
9,-1.2727272727272727,3.24453e-12,1.11822e-12,10,12
10,-1.2474747474747474,3.29871e-12,1.09247e-12,10,12
11,-1.2222222222222223,3.19834e-12,1.10579e-12,10,12
12,-1.196969696969697,3.2765e-12,1.14309e-12,10,12
13,-1.1717171717171717,3.23565e-12,1.03918e-12,10,12
14,-1.1464646464646464,3.41506e-12,1.0978e-12,10,12
15,-1.121212121212121,3.52431e-12,7.70942e-13,10,12
16,-1.095959595959596,3.45592e-12,8.34003e-13,10,12
17,-1.0707070707070707,3.31381e-12,5.74655e-13,10,12
18,-1.0454545454545454,3.39907e-12,6.14623e-13,10,12
19,-1.0202020202020203,3.37065e-12,6.08406e-13,10,12
20,-0.9949494949494949,3.3591e-12,3.81918e-13,10,12
21,-0.9696969696969697,3.3822e-12,2.26486e-13,10,12
22,-0.9444444444444444,3.37065e-12,1.82077e-13,10,12
23,-0.9191919191919192,3.25696e-12,5.7732e-14,10,12
24,-0.8939393939393939,3.12818e-12,-7.54956e-14,10,12
25,-0.8686868686868687,3.32002e-12,-2.57573e-13,10,12
26,-0.8434343434343434,3.16282e-12,-5.93307e-13,10,12
27,-0.8181818181818182,3.19124e-12,-8.57984e-13,10,12
28,-0.7929292929292929,3.26318e-12,-9.96543e-13,10,12
29,-0.7676767676767677,3.47634e-12,-1.58274e-12,10,12
30,-0.7424242424242424,3.38575e-12,-1.94779e-12,10,12
31,-0.7171717171717172,3.20634e-12,-2.53665e-12,10,12
32,-0.6919191919191919,3.39197e-12,-2.79067e-12,10,12
33,-0.6666666666666666,3.36532e-12,-3.25075e-12,10,12
34,-0.6414141414141414,3.32624e-12,-3.82186e-12,10,12
35,-0.6161616161616161,3.42572e-12,-4.48977e-12,10,12
36,-0.5909090909090909,3.27117e-12,-5.32288e-12,10,12
37,-0.5656565656565656,3.14061e-12,-6.1933e-12,10,12
38,-0.5404040404040404,3.19035e-12,-7.10546e-12,10,12
39,-0.5151515151515151,3.12285e-12,-8.25479e-12,10,12
40,-0.48989898989898983,3.17436e-12,-9.08346e-12,10,12
41,-0.46464646464646475,3.27917e-12,-1.04211e-11,10,12
42,-0.43939393939393945,3.43638e-12,-1.18004e-11,10,12
43,-0.41414141414141414,3.4044e-12,-1.26095e-11,10,12
44,-0.38888888888888884,3.26851e-12,-1.39631e-11,10,12
45,-0.36363636363636376,4.30769e-12,-1.541e-11,10,13
46,-0.33838383838383845,3.43194e-12,-1.6792e-11,10,13
47,-0.31313131313131315,3.14417e-12,-1.83765e-11,10,13
48,-0.28787878787878785,3.01627e-12,-2.03199e-11,10,13
49,-0.26262626262626254,2.97541e-12,-2.2114e-11,10,13
50,-0.23737373737373746,3.09976e-12,-2.38424e-11,10,13
51,-0.21212121212121215,3.17436e-12,-2.61499e-11,10,13
52,-0.18686868686868685,2.9985e-12,-2.81234e-11,10,13
53,-0.16161616161616155,2.97364e-12,-3.0415e-11,10,13
54,-0.13636363636363646,2.99318e-12,-3.29001e-11,10,13
55,-0.11111111111111116,2.84929e-12,-3.51845e-11,10,13
56,-0.08585858585858586,2.13519e-12,-3.8366e-11,10,14
57,-0.06060606060606055,2.58639e-12,-4.04052e-11,10,14
58,-0.03535353535353547,2.84218e-12,-4.27252e-11,10,14
59,-0.010101010101010166,2.70718e-12,-4.5308e-11,10,14
60,0.015151515151515138,2.68587e-12,-4.82141e-11,10,14
61,0.04040404040404044,2.50112e-12,-5.11202e-11,10,14
62,0.06565656565656552,2.58284e-12,-5.4371e-11,10,14
63,0.09090909090909083,2.46915e-12,-5.73339e-11,10,14
64,0.11616161616161613,2.59349e-12,-6.02154e-11,10,14
65,0.14141414141414144,2.60415e-12,-6.32068e-11,10,14
66,0.16666666666666674,2.51534e-12,-6.61555e-11,10,14
67,0.19191919191919182,2.31638e-12,-6.97367e-11,10,14
68,0.21717171717171713,2.06059e-12,-7.27103e-11,10,14
69,0.24242424242424243,2.63613e-12,-7.62204e-11,10,15
70,0.26767676767676774,2.77824e-12,-8.02207e-11,10,15
71,0.2929292929292928,2.3448e-12,-8.34821e-11,10,15
72,0.3181818181818181,2.02506e-12,-8.67435e-11,10,15
73,0.3434343434343434,2.06769e-12,-9.00546e-11,10,15
74,0.36868686868686873,1.89006e-12,-9.36429e-11,10,15
75,0.3939393939393938,1.86164e-12,-9.6954e-11,10,15
76,0.4191919191919191,1.99664e-12,-1.00507e-10,10,15
77,0.4444444444444444,1.84742e-12,-1.0391e-10,10,15
78,0.4696969696969697,1.62715e-12,-1.06475e-10,10,15
79,0.4949494949494948,1.59162e-12,-1.08664e-10,10,15
80,0.5202020202020203,1.81189e-12,-1.11918e-10,10,15
81,0.5454545454545454,1.76926e-12,-1.15343e-10,10,15
82,0.5707070707070705,1.53478e-12,-1.18249e-10,10,15
83,0.595959595959596,1.38557e-12,-1.22221e-10,10,15
84,0.6212121212121211,1.52767e-12,-1.25106e-10,10,15
85,0.6464646464646466,1.4282e-12,-1.2873e-10,10,15
86,0.6717171717171717,1.20082e-12,-1.32972e-10,10,15
87,0.6969696969696968,1.1653e-12,-1.35658e-10,10,15
88,0.7222222222222223,1.27898e-12,-1.39182e-10,10,16
89,0.7474747474747474,1.90427e-12,-1.42763e-10,10,16
90,0.7727272727272725,1.1653e-12,-1.45548e-10,10,16
91,0.797979797979798,9.94767e-13,-1.48163e-10,10,16
92,0.8232323232323231,9.94767e-13,-1.51631e-10,10,16
