,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud
86,0.606060606060606,2.25954e-12,-5.4712e-11,10,14
87,0.6363636363636362,2.16362e-12,-5.55327e-11,10,14
88,0.666666666666667,1.94335e-12,-5.65026e-11,10,14
89,0.6969696969696972,2.30573e-12,-5.82934e-11,10,14
90,0.7272727272727275,2.20625e-12,-6.00662e-11,10,14
91,0.7575757575757578,2.25954e-12,-6.2244e-11,10,14
92,0.7878787878787881,2.09611e-12,-6.41589e-11,10,14
93,0.8181818181818183,1.37135e-12,-6.59814e-11,10,15
94,0.8484848484848486,2.01796e-12,-6.7502e-11,10,15
95,0.8787878787878789,2.0819e-12,-6.91149e-11,10,15
96,0.9090909090909092,2.08901e-12,-7.07847e-11,10,15
97,0.9393939393939394,2.0748e-12,-7.25824e-11,10,15
98,0.9696969696969697,1.91848e-12,-7.40106e-11,10,15
99,1.0,1.89716e-12,-7.62701e-11,10,15
