,Corriente,Desfasaje,X,Y,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera,Volt al LED,Potencial Retardador
0,2.81642e-11,-49.488,1.82948e-11,-2.14141e-11,10,13,Fri Aug 30 12:49:33 2024,{1},{2.023},3.0,5.0,1.0
1,2.80967e-11,-49.488,1.82522e-11,-2.13608e-11,10,13,,,,,,
2,2.7976e-11,-49.494,1.81722e-11,-2.12738e-11,10,13,,,,,,
3,2.79173e-11,-49.464,1.81438e-11,-2.12205e-11,10,13,,,,,,
4,2.75301e-11,-48.78,1.8142e-11,-2.07089e-11,10,13,,,,,,
5,2.68497e-11,-47.622,1.80959e-11,-1.98367e-11,10,13,,,,,,
6,2.66739e-11,-47.37,1.80657e-11,-1.96289e-11,10,13,,,,,,
7,2.66419e-11,-47.34,1.80532e-11,-1.95933e-11,10,13,,,,,,
8,2.64554e-11,-46.95,1.80603e-11,-1.9334e-11,10,13,,,,,,
9,2.65193e-11,-46.782,1.8158e-11,-1.93286e-11,10,13,,,,,,
10,2.67538e-11,-47.112,1.82078e-11,-1.96058e-11,10,13,,,,,,
11,2.68373e-11,-47.334,1.81882e-11,-1.97354e-11,10,13,,,,,,
12,2.66988e-11,-47.262,1.81207e-11,-1.96111e-11,10,13,,,,,,
13,2.65638e-11,-47.13,1.8071e-11,-1.94708e-11,10,13,,,,,,
14,2.66224e-11,-47.382,1.80266e-11,-1.95916e-11,10,13,,,,,,
15,2.71162e-11,-48.306,1.80372e-11,-2.02506e-11,10,13,,,,,,
16,2.74057e-11,-48.738,1.80728e-11,-2.06041e-11,10,13,,,,,,
17,2.73827e-11,-48.618,1.81012e-11,-2.05472e-11,10,13,,,,,,
18,2.7269e-11,-48.252,1.81563e-11,-2.03483e-11,10,13,,,,,,
19,2.71873e-11,-47.814,1.82575e-11,-2.01458e-11,10,13,,,,,,
20,2.71002e-11,-47.598,1.82735e-11,-2.00125e-11,10,13,,,,,,
21,2.69688e-11,-47.664,1.81616e-11,-1.99379e-11,10,13,,,,,,
22,2.70753e-11,-47.94,1.81385e-11,-2.01049e-11,10,13,,,,,,
23,2.7237e-11,-48.216,1.81491e-11,-2.03092e-11,10,13,,,,,,
24,2.73098e-11,-48.33,1.81545e-11,-2.04016e-11,10,13,,,,,,
25,2.73507e-11,-48.51,1.81207e-11,-2.04904e-11,10,13,,,,,,
26,2.74661e-11,-48.864,1.80674e-11,-2.06876e-11,10,13,,,,,,
27,2.75336e-11,-48.966,1.80745e-11,-2.07693e-11,10,13,,,,,,
28,2.75656e-11,-49.134,1.80355e-11,-2.08474e-11,10,13,,,,,,
29,2.74786e-11,-48.954,1.80426e-11,-2.07249e-11,10,13,,,,,,
