,Corriente,Desfasaje,X,Y,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera,Volt al LED,Potencial Retardador
0,2.68409e-11,-47.94,1.79804e-11,-1.99308e-11,10,13,Fri Aug 30 12:44:17 2024,{1},{2.023},3.0,5.0,1.0
1,2.68906e-11,-48.048,1.79786e-11,-2.00001e-11,10,13,,,,,,
2,2.69261e-11,-48.186,1.7952e-11,-2.00694e-11,10,13,,,,,,
3,2.69954e-11,-48.198,1.79946e-11,-2.01245e-11,10,13,,,,,,
4,2.70629e-11,-48.126,1.80657e-11,-2.01511e-11,10,13,,,,,,
5,2.70274e-11,-48.216,1.80106e-11,-2.01547e-11,10,13,,,,,,
6,2.6967e-11,-48.144,1.79946e-11,-2.00889e-11,10,13,,,,,,
7,2.69101e-11,-48.018,1.79982e-11,-2.00054e-11,10,13,,,,,,
8,2.69101e-11,-47.808,1.80728e-11,-1.99379e-11,10,13,,,,,,
9,2.6832e-11,-47.574,1.81012e-11,-1.98083e-11,10,13,,,,,,
10,2.68036e-11,-47.388,1.81474e-11,-1.97266e-11,10,13,,,,,,
11,2.67307e-11,-47.388,1.80976e-11,-1.9675e-11,10,13,,,,,,
12,2.71411e-11,-48.396,1.80213e-11,-2.0295e-11,10,13,,,,,,
13,2.83721e-11,-50.664,1.79839e-11,-2.1947e-11,10,13,,,,,,
14,2.947e-11,-52.62,1.78898e-11,-2.34178e-11,10,13,,,,,,
15,3.02054e-11,-53.616,1.79182e-11,-2.43202e-11,10,13,,,,,,
16,3.07294e-11,-54.102,1.80177e-11,-2.4894e-11,10,13,,,,,,
17,3.1019e-11,-54.264,1.8119e-11,-2.518e-11,10,13,,,,,,
18,3.11735e-11,-54.588,1.80639e-11,-2.54073e-11,10,13,,,,,,
19,3.12232e-11,-54.882,1.79609e-11,-2.55406e-11,10,13,,,,,,
20,3.09888e-11,-54.444,1.80195e-11,-2.52137e-11,10,13,,,,,,
21,2.98377e-11,-52.668,1.80941e-11,-2.37269e-11,10,13,,,,,,
22,2.85852e-11,-50.682,1.81136e-11,-2.21158e-11,10,13,,,,,,
23,2.76704e-11,-49.236,1.80674e-11,-2.09576e-11,10,13,,,,,,
24,2.70967e-11,-48.312,1.80213e-11,-2.02364e-11,10,13,,,,,,
25,2.69244e-11,-47.856,1.80657e-11,-1.99646e-11,10,13,,,,,,
26,2.69492e-11,-47.724,1.81278e-11,-1.99415e-11,10,13,,,,,,
27,2.69403e-11,-47.64,1.81509e-11,-1.9906e-11,10,13,,,,,,
28,2.69137e-11,-47.478,1.819e-11,-1.98367e-11,10,13,,,,,,
29,2.6887e-11,-47.382,1.8206e-11,-1.97869e-11,10,13,,,,,,
