,Corriente,Desfasaje,X,Y,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera,Volt al LED,Potencial Retardador
0,1.91475e-11,-16.41,1.83676e-11,-5.41081e-12,10,13,Fri Aug 30 13:03:20 2024,{1},{2.023},3.0,5.0,1.0
1,1.91404e-11,-16.302,1.83694e-11,-5.37351e-12,10,13,,,,,,
2,1.90817e-11,-16.326,1.83108e-11,-5.3664e-12,10,13,,,,,,
3,1.91244e-11,-16.158,1.83694e-11,-5.32377e-12,10,13,,,,,,
4,1.91599e-11,-16.014,1.84174e-11,-5.28647e-12,10,13,,,,,,
5,1.91244e-11,-15.762,1.84049e-11,-5.19765e-12,10,13,,,,,,
6,1.91244e-11,-15.942,1.83907e-11,-5.25449e-12,10,13,,,,,,
7,1.91883e-11,-16.398,1.84085e-11,-5.41792e-12,10,13,,,,,,
8,1.92594e-11,-16.896,1.8428e-11,-5.5991e-12,10,13,,,,,,
9,1.91688e-11,-17.178,1.83126e-11,-5.66305e-12,10,13,,,,,,
10,1.90906e-11,-17.106,1.82451e-11,-5.61687e-12,10,13,,,,,,
11,1.90657e-11,-16.998,1.82326e-11,-5.57424e-12,10,13,,,,,,
12,1.90586e-11,-17.022,1.82238e-11,-5.58134e-12,10,13,,,,,,
13,1.91066e-11,-16.914,1.82806e-11,-5.55825e-12,10,13,,,,,,
14,1.91048e-11,-16.71,1.82984e-11,-5.4943e-12,10,13,,,,,,
15,1.91226e-11,-16.8,1.83072e-11,-5.52983e-12,10,13,,,,,,
16,1.90853e-11,-16.65,1.82842e-11,-5.46943e-12,10,13,,,,,,
17,1.90711e-11,-16.584,1.82788e-11,-5.44456e-12,10,13,,,,,,
18,1.90782e-11,-16.806,1.82628e-11,-5.51739e-12,10,13,,,,,,
19,1.90569e-11,-16.872,1.82362e-11,-5.5316e-12,10,13,,,,,,
20,1.90622e-11,-16.704,1.82575e-11,-5.48009e-12,10,13,,,,,,
21,1.91475e-11,-17.046,1.83072e-11,-5.61332e-12,10,13,,,,,,
22,1.91475e-11,-17.22,1.82895e-11,-5.67016e-12,10,13,,,,,,
23,1.90764e-11,-17.064,1.82362e-11,-5.5991e-12,10,13,,,,,,
24,1.90711e-11,-16.878,1.82504e-11,-5.53693e-12,10,13,,,,,,
25,1.90888e-11,-17.052,1.82486e-11,-5.5991e-12,10,13,,,,,,
26,1.90657e-11,-17.124,1.82202e-11,-5.61509e-12,10,13,,,,,,
27,1.91155e-11,-17.13,1.82664e-11,-5.63286e-12,10,13,,,,,,
28,1.92327e-11,-17.208,1.83712e-11,-5.69148e-12,10,13,,,,,,
29,1.92505e-11,-17.22,1.83872e-11,-5.70036e-12,10,13,,,,,,
