,Corriente,Desfasaje,X,Y,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera,Volt al LED,Potencial Retardador
0,3.74814e-11,-61.602,1.78259e-11,-3.29712e-11,10,13,Fri Aug 30 12:53:45 2024,{1},{2.023},3.0,5.0,1.0
1,3.74121e-11,-61.818,1.76678e-11,-3.29801e-11,10,13,,,,,,
2,3.7325e-11,-61.782,1.76482e-11,-3.28912e-11,10,13,,,,,,
3,3.72753e-11,-61.704,1.76695e-11,-3.2822e-11,10,13,,,,,,
4,3.74316e-11,-61.674,1.77601e-11,-3.29516e-11,10,13,,,,,,
5,3.75986e-11,-61.794,1.77708e-11,-3.31364e-11,10,13,,,,,,
6,3.76394e-11,-61.794,1.77885e-11,-3.31719e-11,10,13,,,,,,
7,3.76537e-11,-61.71,1.78472e-11,-3.31577e-11,10,13,,,,,,
8,3.7691e-11,-61.596,1.79289e-11,-3.31541e-11,10,13,,,,,,
9,3.76679e-11,-61.446,1.80053e-11,-3.30866e-11,10,13,,,,,,
10,3.76092e-11,-61.32,1.80479e-11,-3.29961e-11,10,13,,,,,,
11,3.75435e-11,-61.386,1.79804e-11,-3.29605e-11,10,13,,,,,,
12,3.74547e-11,-61.494,1.78774e-11,-3.29143e-11,10,13,,,,,,
13,3.73979e-11,-61.572,1.7801e-11,-3.28895e-11,10,13,,,,,,
14,3.72398e-11,-61.614,1.77051e-11,-3.27633e-11,10,13,,,,,,
15,3.71208e-11,-61.464,1.77317e-11,-3.26124e-11,10,13,,,,,,
16,3.70284e-11,-61.392,1.77282e-11,-3.25111e-11,10,13,,,,,,
17,3.69325e-11,-61.476,1.76358e-11,-3.24507e-11,10,13,,,,,,
18,3.69467e-11,-61.404,1.76837e-11,-3.24436e-11,10,13,,,,,,
19,3.70479e-11,-61.23,1.78276e-11,-3.24756e-11,10,13,,,,,,
20,3.71172e-11,-61.122,1.79271e-11,-3.25022e-11,10,13,,,,,,
21,3.72096e-11,-61.074,1.79964e-11,-3.25697e-11,10,13,,,,,,
22,3.73215e-11,-61.116,1.80266e-11,-3.26799e-11,10,13,,,,,,
23,3.72629e-11,-61.254,1.792e-11,-3.2671e-11,10,13,,,,,,
24,3.70852e-11,-61.392,1.77584e-11,-3.25591e-11,10,13,,,,,,
25,3.69751e-11,-61.386,1.77086e-11,-3.24614e-11,10,13,,,,,,
26,3.69449e-11,-61.248,1.77708e-11,-3.23903e-11,10,13,,,,,,
27,3.68365e-11,-61.194,1.77477e-11,-3.22802e-11,10,13,,,,,,
28,3.68081e-11,-61.056,1.78116e-11,-3.22127e-11,10,13,,,,,,
29,3.68898e-11,-60.924,1.79289e-11,-3.22411e-11,10,13,,,,,,
