,Corriente,Desfasaje,X,Y,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera,Volt al LED,Potencial Retardador
0,2.00765e-11,-24.96,1.82024e-11,-8.4715e-12,10,13,Fri Aug 30 12:33:21 2024,{1},{2.023},3.0,5.0,1.0
1,2.00712e-11,-24.774,1.82255e-11,-8.41288e-12,10,13,,,,,,
2,2.01777e-11,-24.57,1.83517e-11,-8.39157e-12,10,13,,,,,,
3,2.00445e-11,-25.134,1.81474e-11,-8.51591e-12,10,13,,,,,,
4,1.99628e-11,-25.11,1.80763e-11,-8.47328e-12,10,13,,,,,,
5,2.00943e-11,-24.696,1.82575e-11,-8.39689e-12,10,13,,,,,,
6,1.99042e-11,-23.976,1.81882e-11,-8.08958e-12,10,13,,,,,,
7,1.99397e-11,-23.856,1.82362e-11,-8.06472e-12,10,13,,,,,,
8,1.98545e-11,-24.21,1.81083e-11,-8.14465e-12,10,13,,,,,,
9,2.00605e-11,-24.384,1.82699e-11,-8.28321e-12,10,13,,,,,,
